y_pred,y_pred_proba
1,0.5238817
1,0.8569651
1,0.8936397
0,0.080955245
0,0.10380333
0,0.21415175
0,0.034912325
0,0.050097235
0,0.12985018
1,0.6016379
1,0.556315
0,0.046622075
0,0.051947173
1,0.8795893
1,0.54249156
1,0.5079472
0,0.045217022
1,0.577801
0,0.2297804
0,0.12993583
0,0.42399624
0,0.32971138
1,0.56465274
0,0.035721134
0,0.47074533
0,0.37132785
1,0.57258
0,0.05127156
0,0.33805612
0,0.14154503
0,0.28981277
1,0.50849015
1,0.5687643
1,0.8500311
0,0.4750186
0,0.31656328
0,0.07588847
0,0.25649476
0,0.31928572
0,0.46379387
0,0.4893539
0,0.20430098
1,0.54629177
1,0.5889894
0,0.40734535
0,0.30610722
0,0.06663286
1,0.5931137
0,0.3148572
0,0.44864357
1,0.7663223
1,0.59465224
0,0.14066973
0,0.47143474
1,0.87434447
0,0.10010987
0,0.044133853
0,0.48353812
1,0.5248557
0,0.30089137
0,0.10244767
0,0.11342237
1,0.5199506
0,0.48400855
0,0.142368
1,0.59601086
1,0.5325755
1,0.6167434
0,0.038256988
0,0.4775409
0,0.39874974
0,0.10893808
0,0.41054112
0,0.04817422
1,0.7258638
1,0.5320458
0,0.07217903
0,0.06442762
0,0.42452306
0,0.038280714
1,0.5217018
0,0.40252158
1,0.5398731
0,0.26880875
0,0.40902865
1,0.5063873
1,0.5612805
1,0.52009606
0,0.095820315
1,0.7740883
1,0.60799044
1,0.5072039
0,0.31136453
0,0.10741642
0,0.4623983
0,0.18863212
1,0.84619373
0,0.041168
0,0.04727674
0,0.29261386
1,0.8587337
1,0.5441909
0,0.48497882
0,0.43499234
1,0.5206518
0,0.1071026
0,0.17829627
0,0.26180726
1,0.5429508
1,0.88748455
0,0.04015354
0,0.15978545
0,0.0890619
1,0.5917227
1,0.51110625
0,0.4879889
0,0.08044942
0,0.2091772
0,0.07345254
0,0.34636876
0,0.06978524
0,0.09556859
1,0.53296894
0,0.046581887
0,0.48020944
0,0.19172339
1,0.5186456
0,0.35491586
0,0.3589883
0,0.049723912
1,0.5510365
0,0.041848134
0,0.1796672
0,0.30795416
0,0.32238263
0,0.054694116
0,0.40937355
0,0.05615879
0,0.12268759
0,0.09888557
1,0.56774914
1,0.5887046
0,0.40490413
0,0.43137002
0,0.46382412
0,0.0653088
0,0.15063013
0,0.07967758
0,0.3119244
