y_pred,y_pred_proba
0,0.1827508392105826
1,0.534618433889966
1,0.7585106816397033
0,0.12206404405139845
0,0.1388475541987766
0,0.10194244663822058
0,0.03181875696056525
0,0.015507196897607992
0,0.09219943369290075
0,0.2808441925369732
0,0.28583698682828423
0,0.004864176860748059
0,0.02381465628936628
1,0.7310288848912466
0,0.19039525612061847
0,0.22537702136419646
0,0.02346177841723601
0,0.256156191853968
0,0.045511023616132296
0,0.04758590339257269
0,0.20979082135829083
0,0.12293596262616616
0,0.29539739889981154
0,0.025444339369865152
0,0.27218852229097296
0,0.10037717424276645
0,0.23536783087511765
0,0.0437276339787874
0,0.11239291978097872
0,0.04023523952486134
0,0.10280527061087916
0,0.2961095451327596
0,0.35598329021671465
1,0.5535350340817596
0,0.20723589758453168
0,0.14610641684447226
0,0.07255873437147277
0,0.027325286255912767
0,0.16438086427933762
0,0.18132360529133928
0,0.23810660743635256
0,0.05682424060148047
0,0.2197180653332133
0,0.24122938941051497
0,0.19224200143393042
0,0.14052066240475758
0,0.08063925995020638
0,0.29226016129584076
0,0.13824620795696976
0,0.2608635160710567
1,0.5232991839726512
0,0.3186691001828538
0,0.05907203598003271
0,0.1662120287239057
1,0.6438818962556706
0,0.088795956770396
0,0.06622864911971664
0,0.1688298481938045
0,0.2307151810026881
0,0.13271279142082795
0,0.04059367921120372
0,0.05211912646410134
0,0.24972165835828203
0,0.19408692738882655
0,0.028808189128614298
0,0.24574589358485902
0,0.168603233635277
0,0.318256202375386
0,0.00284517664768112
0,0.20343734231307387
0,0.049158913917170345
0,0.09784561854356842
0,0.20877229875091194
0,0.04720499343253194
0,0.3588819200767258
0,0.2604931046669857
0,0.0678387064296737
0,0.06668024764337645
0,0.16593936627332864
0,0.022168320372556307
0,0.27385946492152025
0,0.14643053514322657
0,0.24133177742044573
0,0.11258246404424095
0,0.1213363253162479
0,0.17124548389337665
0,0.3001870493029065
0,0.23931052427284577
0,0.033058934899578604
1,0.5442226156353075
0,0.3393322044176348
0,0.13099314403802673
0,0.10851749901646349
0,0.07274037859250836
0,0.1851516282466817
0,0.07591452493021096
1,0.6109278076665211
0,0.03091925952039582
0,0.045061634707493775
0,0.11766708591819848
1,0.5783734756253375
0,0.17552512957383462
0,0.2559699818592762
0,0.2406861081429067
0,0.22492552206011743
0,0.10492639410952892
0,0.041029774028403486
0,0.07392518983399919
0,0.20862898280225836
1,0.5663851807673216
0,0.03496492659187957
0,0.1391608140089157
0,0.046464250762557356
0,0.28488930196014123
0,0.1873293352033364
0,0.17804316894150216
0,0.0737556395966341
0,0.11447646136417987
0,0.038312907340915005
0,0.1729928921983697
0,0.0551237133801786
0,0.06367473252127466
0,0.22960157025853067
0,0.03257720567456566
0,0.25960157886753754
0,0.19169221748860876
0,0.19206148482304944
0,0.2060428083040598
0,0.22559871017801733
0,0.05062883285772059
0,0.30188101995056876
0,0.028601498649035096
0,0.0301371427524012
0,0.12501379630340342
0,0.14349743767012588
0,0.05120271465588282
0,0.05087595743207414
0,0.054829037647538256
0,0.029600838883459782
0,0.09061536050042057
0,0.21427031109468841
0,0.3396114536544221
0,0.12329579796514581
0,0.12838977963043854
0,0.18270394991706937
0,0.032581458286926365
0,0.14566042016508346
0,0.11249668011683693
0,0.114827227805308
0,0.1026870731019231
0,0.2093359597828105
0,0.08102474879542512
0,0.14033117343861234
0,0.22632074111666767
1,0.545510814517298
0,0.18771109800899255
0,0.2026594193161336
0,0.07262799539625463
0,0.38779658394414146
1,0.620406780802046
0,0.2731916490823941
1,0.6389758616047863
0,0.1333788661065186
0,0.05661518071976083
0,0.3255678141356128
0,0.061320807650437376
0,0.12894806075045198
0,0.19403300477158994
0,0.26278251533897773
0,0.24049486683607657
0,0.04779995968445809
0,0.035041333519221306
0,0.0200883367883632
0,0.12189309426025281
0,0.008736984733246094
0,0.08372821468862265
0,0.06472606323024546
0,0.239101502257481
0,0.21223212732439853
0,0.1494266065415478
0,0.06848161624944235
0,0.07304446493216094
0,0.10997561308691164
0,0.09630306828629935
0,0.06923708573149827
0,0.2752859315421404
0,0.07468995752489228
0,0.19379231176581485
0,0.26875489714566353
0,0.03989559000519392
0,0.15975729027021046
0,0.09224972335629363
0,0.1797281036378251
0,0.2549544725993576
0,0.2659045352209836
0,0.05375133722146672
0,0.14756311332304842
0,0.3067218366992803
0,0.14673028282311962
0,0.23079305913960954
0,0.21670733685435153
0,0.25810212042647546
0,0.276606555864883
0,0.3206931590611834
0,0.17506493041217527
0,0.1139814017502075
0,0.0944971253599438
1,0.6440275063782521
0,0.06806503562871234
0,0.0712704165459907
0,0.18662475836865622
0,0.14014653684998823
0,0.16139454615056686
1,0.7599947544735953
0,0.03526637911697184
0,0.049069079868395905
0,0.07199652895040903
0,0.07136433378865144
0,0.1024944356058649
0,0.009372890945360353
0,0.13748749693495377
0,0.2929123460792569
0,0.1752611824285495
0,0.008461528271655831
0,0.17666872262798036
0,0.04413544826482306
0,0.03775699729086304
0,0.15248723080389556
0,0.07987100689547202
0,0.03774089225213663
1,0.6953411650037519
0,0.14889785924253654
0,0.06853556984021254
0,0.025212552105179503
0,0.19554606231789173
0,0.4353107328028419
0,0.05875149779613555
0,0.050482393136706084
0,0.3205920256581534
0,0.18720778598341667
0,0.10155803911813183
1,0.6744544357112139
0,0.1975202680656275
0,0.05020276417479001
0,0.025078972173644354
0,0.027676501032453664
0,0.09386118505609307
0,0.1535484295929081
0,0.007504085238930922
0,0.07434194436244372
0,0.10200071887946216
0,0.0770563536085607
0,0.1876689186015986
0,0.1006583773270926
0,0.07020541289666932
0,0.05887706921489978
0,0.1872980881678434
0,0.11443602830967263
0,0.023363393322390548
0,0.10997657089258776
0,0.2550385769961369
0,0.04608505373618632
0,0.39458000519031666
0,0.10640745884040438
0,0.18428706527722755
0,0.18935150171903378
0,0.13718455448734093
0,0.05138415585775924
0,0.18280217565276222
0,0.19571429800436477
0,0.25853646848272027
0,0.12514417104071723
0,0.09236083900086113
0,0.25287575725838096
0,0.21121977559772656
0,0.10644623921086852
0,0.16088007741291477
0,0.14200867636884068
1,0.604279430804985
0,0.2709483824201916
0,0.14648460950882652
0,0.2213734792672249
0,0.14343036964538605
0,0.3112910354768589
0,0.1613285107536574
0,0.003854400343220069
0,0.01916897941038706
0,0.06524507231651079
0,0.049395130903828154
0,0.18879099644695685
0,0.1987300264744165
0,0.1969582343208073
0,0.37189465604306343
0,0.07213174312564274
0,0.22054294249742043
