y_pred,y_pred_proba
0.0,0.4611645978359764
1.0,0.9664729659840495
1.0,0.9761110084782553
0.0,0.06939186863934202
0.0,0.07862943189070905
0.0,0.1766979263430413
0.0,0.001608020554997076
0.0,0.007575008522801809
0.0,0.1057764037667526
1.0,0.7241075502570483
1.0,0.5229833073514162
0.0,0.028579524303593312
0.0,0.02914323750003061
1.0,0.9510954722136871
0.0,0.44462746495045197
0.0,0.4842700167278796
0.0,0.008796988711501752
1.0,0.5287117943155671
0.0,0.20389482747239
0.0,0.048234769076105084
0.0,0.42115416568014513
0.0,0.3061617312600836
1.0,0.5349652075193514
0.0,0.002467101595501176
1.0,0.569482202437854
0.0,0.12895444823473623
1.0,0.5334463192573276
0.0,0.005050938024924183
0.0,0.24451200356295757
0.0,0.06459950192063509
0.0,0.20846355833953484
0.0,0.4871059431257505
1.0,0.5542125131539781
1.0,0.9439653002824537
0.0,0.4325072799122299
0.0,0.2519360682053263
0.0,0.02689439639500405
0.0,0.19521624595457018
0.0,0.3539806541795533
0.0,0.4323693278756878
1.0,0.506387696004747
0.0,0.08825278230555689
1.0,0.5802301769791078
1.0,0.5011402681944332
0.0,0.33099364950365323
0.0,0.22225146523476386
0.0,0.026650186549200292
1.0,0.6193991989713321
0.0,0.1397600590223447
0.0,0.4646358440043115
1.0,0.8679285818028207
1.0,0.6075202768122095
0.0,0.06473757520333548
0.0,0.4483579338080789
1.0,0.9719057351283659
0.0,0.030428552824442404
0.0,0.016662547710964783
0.0,0.4389911846083911
0.0,0.476196338259083
0.0,0.3089080017065666
0.0,0.06926088136296513
0.0,0.0672086524010778
0.0,0.4931878179688498
0.0,0.45698615945657484
0.0,0.07147025865141442
1.0,0.5768961730667969
1.0,0.5416139851296109
1.0,0.63021685971722
0.0,0.012045720169650977
0.0,0.45431209255409016
0.0,0.08539801775535016
0.0,0.035239940469595665
0.0,0.253023173208589
0.0,0.01224689941950744
1.0,0.9439220719908367
1.0,0.5591164291530218
0.0,0.04492813054885624
0.0,0.005433510610525471
0.0,0.2596310000108936
0.0,0.0036349407380481084
1.0,0.5698466629411629
0.0,0.40581581853445664
1.0,0.5847937424889454
0.0,0.17551114710150179
0.0,0.1696955666188176
0.0,0.45307494585995106
1.0,0.5572485481220247
0.0,0.4815210244762435
0.0,0.011750604396958075
1.0,0.8547195030253554
1.0,0.608643654232772
0.0,0.05147912739795167
0.0,0.2700229520658463
0.0,0.06472656718955092
0.0,0.3581715404885768
0.0,0.1971193786272882
1.0,0.950472322637196
0.0,0.004514180273090681
0.0,0.009403572487799758
0.0,0.2869449875133246
1.0,0.9422691433294356
1.0,0.5153246663643026
0.0,0.4708096339041178
0.0,0.38299126480263823
1.0,0.5400583874518877
0.0,0.023314544597348635
0.0,0.01725455660999102
0.0,0.16580843140869386
0.0,0.3508668192330271
1.0,0.9774197621475325
0.0,0.013166075990361209
0.0,0.07668529229581819
0.0,0.07213874326643784
1.0,0.5493956560274985
0.0,0.370067161271918
0.0,0.4343582236795386
0.0,0.021921724144937385
0.0,0.1601795104481433
0.0,0.05535547669530487
0.0,0.28009914891888515
0.0,0.026956965998110413
0.0,0.010498610948243267
1.0,0.5160822395973109
0.0,0.007194385200336578
1.0,0.6063599420104568
0.0,0.0462952015037251
0.0,0.44087140935439506
0.0,0.3079203621042051
0.0,0.24606160366171886
0.0,0.004936534004602672
1.0,0.5718548722617024
0.0,0.002810431302214059
0.0,0.014408154563073148
0.0,0.2463082968241857
0.0,0.20308677889622812
0.0,0.006882450388569746
0.0,0.15253062507518897
0.0,0.0045140616730227805
0.0,0.03303477724984768
0.0,0.023055529789927646
1.0,0.6103902122061186
1.0,0.6458859441406354
0.0,0.2784483425688531
0.0,0.3123328488852756
0.0,0.48735019616768416
0.0,0.011462964716397774
0.0,0.03428739503168361
0.0,0.005888956481324511
0.0,0.16623263506514568
0.0,0.22530572354102732
1.0,0.5574102864067033
0.0,0.2802872940170218
0.0,0.42156964209427605
0.0,0.42787216403277434
1.0,0.9621349296421909
0.0,0.4487098329046136
0.0,0.4778943695759957
0.0,0.030693144755868342
1.0,0.7042545489772386
1.0,0.9741717213442512
1.0,0.5113032895339553
1.0,0.9684098748289052
0.0,0.10278586029426005
0.0,0.11209026426817222
1.0,0.7373265246703323
0.0,0.14299566888880058
0.0,0.2186281026283948
0.0,0.4955433702688699
1.0,0.5332077663817791
1.0,0.5873713526305661
0.0,0.006733437897347613
0.0,0.05331097015359876
0.0,0.015840768304849918
0.0,0.3332303128984792
0.0,0.02331237788726408
0.0,0.22579003639902961
0.0,0.08342611290230897
1.0,0.5846604571393696
0.0,0.20005076428050117
0.0,0.30885931805523253
0.0,0.11605554950257445
0.0,0.05191593462446318
0.0,0.21158627486318884
0.0,0.16993723699778476
0.0,0.018223606924356064
1.0,0.6132719198535802
0.0,0.017285322796914658
0.0,0.45245948899798905
1.0,0.5269975969039911
0.0,0.10736682777784987
